product_id,title,description,category,brand,price,rating,num_reviews,specifications,major_category
362,Bosch Storage 6846,Stylish and durable storage perfect for everyday use.,Home>Storage,Bosch,17398,4.0,1460,{},Home
363,Puma Hoodie,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Puma,53953,4.5,263,"{""type"": ""Jacket"", ""material"": ""Viscose"", ""fit"": ""Regular"", ""color"": ""White""}",Fashion
364,Levi's Hoodie,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Levi's,3250,4.2,593,"{""type"": ""Shirt"", ""material"": ""Denim"", ""fit"": ""Loose"", ""color"": ""White""}",Fashion
365,Apple MacBook Gaming,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,Apple,18566,4.2,825,"{""display"": ""13.3-inch FHD"", ""processor"": ""AMD Ryzen 5"", ""ram"": ""16GB"", ""storage"": ""1TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
366,Tommy Hilfiger Bags 2661,Reliable bags offering great value for money.,Fashion>Bags,Tommy Hilfiger,10329,4.2,1686,{},Fashion
367,"Samsung 50"" QLED",High-quality televisions with premium features and excellent performance.,Electronics>Televisions,Samsung,3300,3.8,818,{},Electronics
368,Apple Cameras 9962,High-quality cameras with premium features and excellent performance.,Electronics>Cameras,Apple,88273,4.6,933,{},Electronics
369,Bosch Furniture 8113,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Bosch,1329,4.0,439,{},Home
370,Ray-Ban Jewelry 9849,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Ray-Ban,63980,3.9,151,{},Fashion
371,Ray-Ban Bags 9043,Stylish and durable bags perfect for everyday use.,Fashion>Bags,Ray-Ban,3455,3.5,229,{},Fashion
372,Fastrack Jewelry 8869,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Fastrack,710,3.8,1357,{},Fashion
373,Calvin Klein Air Max,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Calvin Klein,4957,4.1,809,"{""type"": ""Formal Shoes"", ""material"": ""Canvas"", ""color"": ""Red"", ""style"": ""Retro""}",Fashion
374,Puma Accessories 8303,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Puma,82637,4.2,513,{},Fashion
375,Nike Bags 3476,High-quality bags with premium features and excellent performance.,Fashion>Bags,Nike,3316,4.7,897,{},Fashion
376,Whirlpool Furniture 1999,Reliable furniture offering great value for money.,Home>Furniture,Whirlpool,380763,4.5,1967,{},Home
377,Zara Bags 8803,Advanced bags with cutting-edge technology and modern design.,Fashion>Bags,Zara,3734,4.9,1512,{},Fashion
378,LG Wearables 9467,Premium wearables designed for comfort and style.,Electronics>Wearables,LG,8941,4.9,969,{},Electronics
379,OnePlus Victus Air,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,OnePlus,66910,4.9,1922,"{""display"": ""16-inch FHD"", ""processor"": ""AMD Ryzen 5"", ""ram"": ""8GB"", ""storage"": ""1TB SSD"", ""graphics"": ""NVIDIA RTX 3050""}",Electronics
380,Vivo Edge 14,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Vivo,23566,4.4,1603,"{""display"": ""6.5-inch LCD"", ""processor"": ""Dimensity 7050"", ""ram"": ""4GB"", ""storage"": ""512GB"", ""camera"": ""48MP Quad"", ""battery"": ""4306mAh""}",Electronics
381,LG iPhone 12,Premium mobiles designed for comfort and style.,Electronics>Mobiles,LG,1910,3.9,344,"{""display"": ""6.5-inch LCD"", ""processor"": ""Helio G88"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""camera"": ""64MP Dual"", ""battery"": ""4968mAh""}",Electronics
382,Blue Star Lighting 1635,Reliable lighting offering great value for money.,Home>Lighting,Blue Star,56139,3.6,1023,{},Home
383,Nike Accessories 6535,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Nike,61745,4.8,1807,{},Fashion
384,Godrej Interio Storage 4734,Stylish and durable storage perfect for everyday use.,Home>Storage,Godrej Interio,83079,4.7,707,{},Home
385,Tommy Hilfiger Jewelry 2462,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Tommy Hilfiger,210829,4.9,883,{},Fashion
386,Whirlpool Laundry 7126,High-quality laundry with premium features and excellent performance.,Home>Laundry,Whirlpool,7150,4.0,1087,{},Home
387,Ray-Ban Jacket,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Ray-Ban,6083,4.2,1930,"{""type"": ""Shirt"", ""material"": ""Polyester"", ""fit"": ""Slim"", ""color"": ""Black""}",Fashion
388,Zara Jewelry 5488,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Zara,364831,4.1,1940,{},Fashion
389,Samsung Cameras 4963,Advanced cameras with cutting-edge technology and modern design.,Electronics>Cameras,Samsung,411449,4.2,1832,{},Electronics
390,Ray-Ban Bags 6730,Advanced bags with cutting-edge technology and modern design.,Fashion>Bags,Ray-Ban,13475,4.6,1460,{},Fashion
391,"Samsung 55"" LED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Samsung,12253,4.5,1437,{},Electronics
392,"Vivo 65"" LED",High-quality televisions with premium features and excellent performance.,Electronics>Televisions,Vivo,169370,4.5,1281,{},Electronics
393,Realme ThinkPad Gaming,Reliable laptops offering great value for money.,Electronics>Laptops,Realme,93241,4.7,863,"{""display"": ""16-inch QHD"", ""processor"": ""AMD Ryzen 5"", ""ram"": ""16GB"", ""storage"": ""256TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
394,IKEA Kitchen Appliances 9380,Advanced kitchen appliances with cutting-edge technology and modern design.,Home>Kitchen Appliances,IKEA,64121,4.5,1036,{},Home
395,"Realme 75"" QLED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Realme,64163,3.8,1109,{},Electronics
396,LG V 13,Stylish and durable mobiles perfect for everyday use.,Electronics>Mobiles,LG,2055,4.0,1510,"{""display"": ""6.7-inch AMOLED"", ""processor"": ""Dimensity 7050"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""camera"": ""50MP Quad"", ""battery"": ""4795mAh""}",Electronics
397,Motorola Cameras 8794,Advanced cameras with cutting-edge technology and modern design.,Electronics>Cameras,Motorola,47280,4.8,1845,{},Electronics
398,Bajaj Furniture 2599,Reliable furniture offering great value for money.,Home>Furniture,Bajaj,13475,4.6,1194,{},Home
399,Oppo Cameras 2463,Stylish and durable cameras perfect for everyday use.,Electronics>Cameras,Oppo,54272,4.6,678,{},Electronics
400,Levi's Accessories 5269,Premium accessories designed for comfort and style.,Fashion>Accessories,Levi's,85786,4.8,1013,{},Fashion
401,LG Gaming 2166,Reliable gaming offering great value for money.,Electronics>Gaming,LG,21399,3.7,1444,{},Electronics
402,H&M Bags 7768,High-quality bags with premium features and excellent performance.,Fashion>Bags,H&M,9501,5.0,751,{},Fashion
403,Calvin Klein Bags 3346,Advanced bags with cutting-edge technology and modern design.,Fashion>Bags,Calvin Klein,7648,4.2,1342,{},Fashion
404,"Samsung 32"" 4K",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Samsung,10524,4.4,374,{},Electronics
405,Puma Grand Court,Reliable footwear offering great value for money.,Fashion>Footwear,Puma,102447,3.6,458,"{""type"": ""Formal Shoes"", ""material"": ""Canvas"", ""color"": ""Red"", ""style"": ""Modern""}",Fashion
406,IKEA Cooling 6279,Premium cooling designed for comfort and style.,Home>Cooling,IKEA,5587,4.5,1333,{},Home
407,Philips Furniture 6641,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,Philips,8365,4.1,1255,{},Home
408,Adidas T-Shirt,Advanced apparel with cutting-edge technology and modern design.,Fashion>Apparel,Adidas,16230,5.0,1053,"{""type"": ""Jeans"", ""material"": ""Viscose"", ""fit"": ""Loose"", ""color"": ""Red""}",Fashion
409,Puma Dress,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Puma,4633,3.8,800,"{""type"": ""Shirt"", ""material"": ""Polyester"", ""fit"": ""Slim"", ""color"": ""White""}",Fashion
410,IKEA Storage 7147,Advanced storage with cutting-edge technology and modern design.,Home>Storage,IKEA,892,4.5,1388,{},Home
411,Apple V 15,Reliable mobiles offering great value for money.,Electronics>Mobiles,Apple,2966,4.1,256,"{""display"": ""6.1-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""camera"": ""48MP Dual"", ""battery"": ""5404mAh""}",Electronics
412,Bajaj Lighting 3247,Reliable lighting offering great value for money.,Home>Lighting,Bajaj,4690,4.6,291,{},Home
413,Adidas Revolution,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Adidas,78707,3.9,130,"{""type"": ""Running Shoes"", ""material"": ""Synthetic"", ""color"": ""Various"", ""style"": ""Sporty""}",Fashion
414,Philips Laundry 8875,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Philips,5089,3.5,232,{},Home
415,LG Gaming 9095,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,LG,4691,3.6,1531,{},Electronics
416,"OnePlus 55"" QLED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,OnePlus,126256,3.6,407,{},Electronics
417,Realme Gaming 6901,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,Realme,487207,3.7,1793,{},Electronics
418,Xiaomi Redmi 13,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Xiaomi,309846,4.9,606,"{""display"": ""6.5-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""4GB"", ""storage"": ""256GB"", ""camera"": ""50MP Triple"", ""battery"": ""4233mAh""}",Electronics
419,Calvin Klein Jewelry 7909,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Calvin Klein,1585,4.5,170,{},Fashion
420,Vivo Pro 15,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Vivo,20829,4.9,281,"{""display"": ""6.7-inch LCD"", ""processor"": ""A17 Bionic"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""camera"": ""64MP Triple"", ""battery"": ""5766mAh""}",Electronics
421,Nike Watches 2037,Advanced watches with cutting-edge technology and modern design.,Fashion>Watches,Nike,26620,4.6,1438,{},Fashion
422,Bosch Storage 4669,Advanced storage with cutting-edge technology and modern design.,Home>Storage,Bosch,4045,4.5,559,{},Home
423,Tommy Hilfiger Accessories 3435,Premium accessories designed for comfort and style.,Fashion>Accessories,Tommy Hilfiger,595,4.5,371,{},Fashion
424,Daikin Laundry 3709,High-quality laundry with premium features and excellent performance.,Home>Laundry,Daikin,268104,3.9,619,{},Home
425,OnePlus Wearables 7203,Reliable wearables offering great value for money.,Electronics>Wearables,OnePlus,7583,4.2,1690,{},Electronics
426,Godrej Interio Laundry 9166,Reliable laundry offering great value for money.,Home>Laundry,Godrej Interio,40559,5.0,1576,{},Home
427,Godrej Interio Kitchen Appliances 7609,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Godrej Interio,4998,3.5,236,{},Home
428,Bajaj Lighting 9328,Premium lighting designed for comfort and style.,Home>Lighting,Bajaj,19949,4.9,794,{},Home
429,OnePlus Gaming 8445,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,OnePlus,475735,4.5,1516,{},Electronics
430,Adidas Smash,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Adidas,38935,3.6,386,"{""type"": ""Sneakers"", ""material"": ""Synthetic"", ""color"": ""Blue"", ""style"": ""Retro""}",Fashion
431,Tommy Hilfiger T-Shirt,Advanced apparel with cutting-edge technology and modern design.,Fashion>Apparel,Tommy Hilfiger,213030,4.2,1650,"{""type"": ""Jacket"", ""material"": ""Polyester"", ""fit"": ""Slim"", ""color"": ""Black""}",Fashion
432,Oppo Cameras 2765,Reliable cameras offering great value for money.,Electronics>Cameras,Oppo,1509,4.7,972,{},Electronics
433,Fastrack Jewelry 9260,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Fastrack,102274,4.3,149,{},Fashion
434,Bosch Laundry 8912,Premium laundry designed for comfort and style.,Home>Laundry,Bosch,23958,3.8,1719,{},Home
435,Vivo Pro 13,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Vivo,9527,4.1,1483,"{""display"": ""6.5-inch LCD"", ""processor"": ""A17 Bionic"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""camera"": ""50MP Quad"", ""battery"": ""4927mAh""}",Electronics
436,Bajaj Lighting 9975,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Bajaj,11582,3.8,1513,{},Home
437,Levi's Jewelry 3173,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Levi's,40126,4.6,1201,{},Fashion
438,Fastrack Bags 7839,Premium bags designed for comfort and style.,Fashion>Bags,Fastrack,80363,4.7,1120,{},Fashion
439,Vivo Redmi 8,High-quality mobiles with premium features and excellent performance.,Electronics>Mobiles,Vivo,51738,4.6,116,"{""display"": ""6.1-inch LCD"", ""processor"": ""A17 Bionic"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""camera"": ""48MP Triple"", ""battery"": ""5414mAh""}",Electronics
440,Adidas Watches 4675,Premium watches designed for comfort and style.,Fashion>Watches,Adidas,224568,4.3,1681,{},Fashion
441,IKEA Cooling 7251,Reliable cooling offering great value for money.,Home>Cooling,IKEA,459215,4.0,1180,{},Home
442,Realme Nord 15,Stylish and durable mobiles perfect for everyday use.,Electronics>Mobiles,Realme,2031,4.9,1555,"{""display"": ""6.7-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""6GB"", ""storage"": ""128GB"", ""camera"": ""50MP Quad"", ""battery"": ""4363mAh""}",Electronics
443,Blue Star Kitchen Appliances 1665,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Blue Star,97954,3.9,379,{},Home
444,IKEA Cooling 6415,Reliable cooling offering great value for money.,Home>Cooling,IKEA,6308,3.7,710,{},Home
445,Bosch Kitchen Appliances 5934,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Bosch,34552,4.7,700,{},Home
446,Prestige Furniture 9529,High-quality furniture with premium features and excellent performance.,Home>Furniture,Prestige,18629,4.3,876,{},Home
447,"OnePlus 43"" QLED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,OnePlus,63479,3.8,1591,{},Electronics
448,Daikin Lighting 1144,High-quality lighting with premium features and excellent performance.,Home>Lighting,Daikin,83414,3.9,1365,{},Home
449,Philips Lighting 1653,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Philips,159440,4.1,1156,{},Home
450,IKEA Cooling 9468,Advanced cooling with cutting-edge technology and modern design.,Home>Cooling,IKEA,355225,3.6,1889,{},Home
451,Crompton Furniture 9419,High-quality furniture with premium features and excellent performance.,Home>Furniture,Crompton,1871,5.0,1633,{},Home
452,IKEA Lighting 2072,Stylish and durable lighting perfect for everyday use.,Home>Lighting,IKEA,18900,4.8,471,{},Home
453,Blue Star Storage 2181,Stylish and durable storage perfect for everyday use.,Home>Storage,Blue Star,4261,4.6,127,{},Home
454,Samsung Redmi 12,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Samsung,327029,4.0,847,"{""display"": ""6.1-inch OLED"", ""processor"": ""A17 Bionic"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""camera"": ""50MP Quad"", ""battery"": ""5290mAh""}",Electronics
455,Whirlpool Kitchen Appliances 1096,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,Whirlpool,872,4.6,198,{},Home
456,Adidas Bags 5748,Advanced bags with cutting-edge technology and modern design.,Fashion>Bags,Adidas,2806,4.6,946,{},Fashion
457,Nike Watches 8765,Stylish and durable watches perfect for everyday use.,Fashion>Watches,Nike,9468,4.6,1681,{},Fashion
458,Prestige Cooling 5883,Advanced cooling with cutting-edge technology and modern design.,Home>Cooling,Prestige,1658,3.7,60,{},Home
459,Blue Star Lighting 9800,Premium lighting designed for comfort and style.,Home>Lighting,Blue Star,2996,3.8,1568,{},Home
460,Philips Cooling 7760,Premium cooling designed for comfort and style.,Home>Cooling,Philips,10274,3.8,1313,{},Home
461,Adidas Shirt,Premium apparel designed for comfort and style.,Fashion>Apparel,Adidas,2881,4.5,563,"{""type"": ""T-Shirt"", ""material"": ""Wool"", ""fit"": ""Oversized"", ""color"": ""Green""}",Fashion
462,LG Swift Gaming,Advanced laptops with cutting-edge technology and modern design.,Electronics>Laptops,LG,15413,4.2,722,"{""display"": ""14-inch 4K"", ""processor"": ""Intel i7"", ""ram"": ""8GB"", ""storage"": ""512TB SSD"", ""graphics"": ""Integrated""}",Electronics
463,Bajaj Storage 3496,Premium storage designed for comfort and style.,Home>Storage,Bajaj,66462,4.9,395,{},Home
464,"OnePlus 43"" 4K",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,OnePlus,42603,4.5,729,{},Electronics
465,Calvin Klein Watches 6877,Advanced watches with cutting-edge technology and modern design.,Fashion>Watches,Calvin Klein,389234,3.7,1372,{},Fashion
466,Bajaj Kitchen Appliances 3293,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,Bajaj,13625,4.6,1333,{},Home
467,Apple Cameras 1305,Premium cameras designed for comfort and style.,Electronics>Cameras,Apple,3818,4.7,485,{},Electronics
468,Realme Wearables 9904,Premium wearables designed for comfort and style.,Electronics>Wearables,Realme,442836,4.7,799,{},Electronics
469,Fastrack Hoodie,Advanced apparel with cutting-edge technology and modern design.,Fashion>Apparel,Fastrack,90820,3.5,539,"{""type"": ""Shirt"", ""material"": ""Viscose"", ""fit"": ""Regular"", ""color"": ""Red""}",Fashion
470,Prestige Storage 9423,Stylish and durable storage perfect for everyday use.,Home>Storage,Prestige,183478,3.8,1992,{},Home
471,Prestige Storage 8921,Advanced storage with cutting-edge technology and modern design.,Home>Storage,Prestige,2292,4.6,524,{},Home
472,"Oppo 43"" LED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Oppo,75868,4.2,981,{},Electronics
473,Oppo iPhone 12,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Oppo,4732,3.9,1908,"{""display"": ""6.7-inch OLED"", ""processor"": ""A17 Bionic"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""camera"": ""50MP Dual"", ""battery"": ""5338mAh""}",Electronics
474,Vivo Wearables 6781,Advanced wearables with cutting-edge technology and modern design.,Electronics>Wearables,Vivo,352764,4.8,63,{},Electronics
475,Daikin Furniture 3713,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Daikin,4715,4.5,483,{},Home
476,Xiaomi MacBook Pro,Stylish and durable laptops perfect for everyday use.,Electronics>Laptops,Xiaomi,210469,4.4,1375,"{""display"": ""16-inch QHD"", ""processor"": ""Intel i5"", ""ram"": ""16GB"", ""storage"": ""1TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
477,Zara Air Max,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Zara,6832,3.7,1939,"{""type"": ""Running Shoes"", ""material"": ""Leather"", ""color"": ""Various"", ""style"": ""Casual""}",Fashion
478,Vivo Wearables 1305,Advanced wearables with cutting-edge technology and modern design.,Electronics>Wearables,Vivo,2274,4.2,1015,{},Electronics
479,Zara Dress,Premium apparel designed for comfort and style.,Fashion>Apparel,Zara,46983,4.6,751,"{""type"": ""Shirt"", ""material"": ""Wool"", ""fit"": ""Slim"", ""color"": ""Green""}",Fashion
480,Fastrack Bags 2127,Stylish and durable bags perfect for everyday use.,Fashion>Bags,Fastrack,302093,3.7,83,{},Fashion
481,Motorola Wearables 7877,Stylish and durable wearables perfect for everyday use.,Electronics>Wearables,Motorola,1953,4.2,1309,{},Electronics
482,Whirlpool Kitchen Appliances 9246,High-quality kitchen appliances with premium features and excellent performance.,Home>Kitchen Appliances,Whirlpool,4450,4.5,1897,{},Home
483,IKEA Lighting 8069,Premium lighting designed for comfort and style.,Home>Lighting,IKEA,294184,4.8,1478,{},Home
484,Philips Laundry 8899,Reliable laundry offering great value for money.,Home>Laundry,Philips,37807,4.1,571,{},Home
485,Adidas Jeans,Premium apparel designed for comfort and style.,Fashion>Apparel,Adidas,558,4.4,291,"{""type"": ""Jacket"", ""material"": ""Viscose"", ""fit"": ""Loose"", ""color"": ""White""}",Fashion
486,Blue Star Kitchen Appliances 4365,Advanced kitchen appliances with cutting-edge technology and modern design.,Home>Kitchen Appliances,Blue Star,289933,3.7,922,{},Home
487,Bajaj Lighting 5281,Premium lighting designed for comfort and style.,Home>Lighting,Bajaj,396049,4.0,614,{},Home
488,Philips Laundry 7770,Premium laundry designed for comfort and style.,Home>Laundry,Philips,193700,4.1,1186,{},Home
489,H&M Accessories 6641,Reliable accessories offering great value for money.,Fashion>Accessories,H&M,8902,4.6,964,{},Fashion
490,Godrej Interio Furniture 4513,Premium furniture designed for comfort and style.,Home>Furniture,Godrej Interio,277438,4.7,1307,{},Home
491,IKEA Storage 3633,Reliable storage offering great value for money.,Home>Storage,IKEA,1246,4.7,1015,{},Home
492,Godrej Interio Laundry 2049,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Godrej Interio,17151,3.6,127,{},Home
493,Blue Star Laundry 9536,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Blue Star,1935,4.5,949,{},Home
494,Motorola ThinkPad Air,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,Motorola,5009,5.0,227,"{""display"": ""14-inch 4K"", ""processor"": ""Intel i7"", ""ram"": ""32GB"", ""storage"": ""256TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",Electronics
495,Levi's Watches 7474,Reliable watches offering great value for money.,Fashion>Watches,Levi's,21965,3.5,1491,{},Fashion
496,Motorola Realme 13,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Motorola,18340,4.3,1194,"{""display"": ""6.5-inch AMOLED"", ""processor"": ""A17 Bionic"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""camera"": ""64MP Triple"", ""battery"": ""4534mAh""}",Electronics
497,Realme Wearables 6570,High-quality wearables with premium features and excellent performance.,Electronics>Wearables,Realme,95504,4.7,1227,{},Electronics
498,Calvin Klein Jewelry 7178,Premium jewelry designed for comfort and style.,Fashion>Jewelry,Calvin Klein,227545,4.6,1638,{},Fashion
499,Calvin Klein Jewelry 1448,Reliable jewelry offering great value for money.,Fashion>Jewelry,Calvin Klein,2612,3.6,1347,{},Fashion
500,OnePlus Cameras 6172,Reliable cameras offering great value for money.,Electronics>Cameras,OnePlus,92699,4.3,1485,{},Electronics
501,H&M T-Shirt,Reliable apparel offering great value for money.,Fashion>Apparel,H&M,71338,3.8,1224,"{""type"": ""Jeans"", ""material"": ""Cotton"", ""fit"": ""Slim"", ""color"": ""Red""}",Fashion
502,Zara Dress,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,Zara,11644,4.8,1762,"{""type"": ""Shirt"", ""material"": ""Polyester"", ""fit"": ""Loose"", ""color"": ""White""}",Fashion
503,Prestige Cooling 2747,High-quality cooling with premium features and excellent performance.,Home>Cooling,Prestige,4535,4.4,1615,{},Home
504,Daikin Kitchen Appliances 7081,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,Daikin,89532,4.8,1854,{},Home
505,Daikin Cooling 3996,Premium cooling designed for comfort and style.,Home>Cooling,Daikin,77150,3.8,1231,{},Home
506,Motorola V 15,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Motorola,265492,4.5,74,"{""display"": ""6.1-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""camera"": ""50MP Triple"", ""battery"": ""5430mAh""}",Electronics
507,Blue Star Furniture 2650,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,Blue Star,59039,3.8,588,{},Home
508,"Nokia 65"" QLED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Nokia,21343,4.1,908,{},Electronics
509,Crompton Cooling 7563,Advanced cooling with cutting-edge technology and modern design.,Home>Cooling,Crompton,194313,4.4,1229,{},Home
510,Godrej Interio Furniture 5422,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Godrej Interio,299692,3.8,1688,{},Home
511,Daikin Furniture 1159,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Daikin,361933,3.7,1879,{},Home
512,Whirlpool Lighting 6172,Reliable lighting offering great value for money.,Home>Lighting,Whirlpool,57895,4.3,1212,{},Home
513,Apple Audio 3676,High-quality audio with premium features and excellent performance.,Electronics>Audio,Apple,13332,4.2,1339,{},Electronics
514,Oppo Audio 5256,Advanced audio with cutting-edge technology and modern design.,Electronics>Audio,Oppo,98446,4.3,1708,{},Electronics
515,Nike Accessories 7746,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Nike,51077,4.4,1380,{},Fashion
516,Prestige Lighting 5663,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Prestige,91904,4.2,1558,{},Home
517,Tommy Hilfiger Grand Court,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Tommy Hilfiger,430969,4.4,878,"{""type"": ""Formal Shoes"", ""material"": ""Leather"", ""color"": ""White"", ""style"": ""Retro""}",Fashion
518,Xiaomi Reno 11,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Xiaomi,93280,4.9,897,"{""display"": ""6.5-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""camera"": ""50MP Quad"", ""battery"": ""5599mAh""}",Electronics
519,Samsung Spectre Air,Advanced laptops with cutting-edge technology and modern design.,Electronics>Laptops,Samsung,4376,4.3,103,"{""display"": ""13.3-inch FHD"", ""processor"": ""Intel i7"", ""ram"": ""16GB"", ""storage"": ""256TB SSD"", ""graphics"": ""Integrated""}",Electronics
520,Adidas Bags 2702,Advanced bags with cutting-edge technology and modern design.,Fashion>Bags,Adidas,7762,4.5,1863,{},Fashion
521,Zara Accessories 5053,Advanced accessories with cutting-edge technology and modern design.,Fashion>Accessories,Zara,428456,3.7,1128,{},Fashion
522,Samsung Reno 13,Reliable mobiles offering great value for money.,Electronics>Mobiles,Samsung,430850,4.6,1846,"{""display"": ""6.5-inch OLED"", ""processor"": ""Helio G88"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""camera"": ""64MP Dual"", ""battery"": ""4362mAh""}",Electronics
523,Whirlpool Laundry 9745,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Whirlpool,88131,4.3,1698,{},Home
524,Realme Audio 6992,Reliable audio offering great value for money.,Electronics>Audio,Realme,45410,4.0,50,{},Electronics
525,Crompton Furniture 5698,Reliable furniture offering great value for money.,Home>Furniture,Crompton,4529,4.9,1027,{},Home
526,Tommy Hilfiger RS-X,Premium footwear designed for comfort and style.,Fashion>Footwear,Tommy Hilfiger,18491,4.8,945,"{""type"": ""Running Shoes"", ""material"": ""Mesh"", ""color"": ""Various"", ""style"": ""Retro""}",Fashion
527,Puma Hoodie,Reliable apparel offering great value for money.,Fashion>Apparel,Puma,427849,3.9,1615,"{""type"": ""Dress"", ""material"": ""Polyester"", ""fit"": ""Loose"", ""color"": ""Black""}",Fashion
528,Bajaj Storage 5664,Premium storage designed for comfort and style.,Home>Storage,Bajaj,79120,3.8,190,{},Home
529,Realme XPS ,Premium laptops designed for comfort and style.,Electronics>Laptops,Realme,1746,3.6,1145,"{""display"": ""16-inch QHD"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""16GB"", ""storage"": ""256TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",Electronics
530,Apple ThinkPad Gaming,Stylish and durable laptops perfect for everyday use.,Electronics>Laptops,Apple,4543,3.8,910,"{""display"": ""16-inch 4K"", ""processor"": ""Intel i5"", ""ram"": ""8GB"", ""storage"": ""256TB SSD"", ""graphics"": ""NVIDIA RTX 3050""}",Electronics
